manufacturer,type,name,part_number,qty
Edwards,Hardware,Battery compliment heating blankets (set of 2) for use with MN-HSBX1 Extended Battery Enclosure.  120 VAC.  Requires MN-HSECCH1.,MN-HSBHK1X,1
Edwards,Hardware,Battery compliment heating blankets (set of 2).  120 VAC.  Requires MN-HSECCH1. Two used for MN-HS64 Series.,MN-HSBHK1S,1
Edwards,Hardware,"Battery, 1.2AH",12V1A2,1
Edwards,Hardware,Beam Alignment Aid,0201-01-A,1
Edwards,Hardware,"Bell/Strobe Plate, 24Vdc, 110cdW, 60cdC",403-8A-R,1
Edwards,Hardware,"Bell/Strobe Plate, 24Vdc, 15/75cdWC",403-7A-R,1
Edwards,Hardware,"Bell/Strobe Plate, 24Vdc, 15cdW",403-5A-R,1
Edwards,Hardware,"Bell/Strobe Plate, 24Vdc, 30cdW, 15cdC",403-3A-R,1
Edwards,Hardware,Bi-directional Mounting Frame - RED.,757A-BDF,1
Edwards,Hardware,Bi-directional Mounting Frame - WHITE.,757A-BDFW,1
Edwards,Hardware,Blank Door for CPU-3,3-CPUDR,1
Edwards,Hardware,Blank Filler Plate,+,1
Edwards,Hardware,Blank LRM Filler,3-ANNBF,1
Edwards,Hardware,Blank LRM Filler,3-LRMF,1
Edwards,Hardware,Blank Panel,BP-A,1
Edwards,Hardware,"Blank Panel for 19"" Racks /w 2.5 FP Spaces, 10""",BP6,1
Edwards,Hardware,"Blank Plate, 1 EIA Space",BP1,1
Edwards,Hardware,"Blank Plate, 2 EIA Space",BP2,1
Edwards,Hardware,"Blank Plate, 3 EIA Space",BP3,1
Edwards,Hardware,Blank SD card that can be PC formatted.,MN-FNSCABSD1,1
Edwards,Hardware,Bracket - Chassi / Back Mount,n,1
Edwards,Hardware,Bracket - Chassi / Side Mount,n,1
Edwards,Hardware,Bracket for MN-COM1S Device Server & FSB-PC,MN-BRKT2,1
Edwards,Hardware,Bulkhead style detachable sampling point.,CM10913,1
Edwards,Hardware,"CABLE,USB 3.0 A-B MALE,LONG",n,1
Edwards,Hardware,"CABLE,USB 3.0 A-B MALE,SHORT",n,1
Edwards,Hardware,CO2 - Ceiling Orientation,LKC-6,1
Edwards,Hardware,CO2 - Wall Orientation,LKW-6,1
Edwards,Hardware,Cabinet Hardware Only,3-CAB14B CABINET,1
Edwards,Hardware,Cabinet Hardware Only,3-CAB21B CABINET,1
Edwards,Hardware,Cabinet Hardware Only,3-CAB5B CABINET,1
Edwards,Hardware,Cabinet Hardware Only,3-CAB7B CABINET,1
Edwards,Hardware,Cabinet Tamper Switch,3-TAMP,1
Edwards,Hardware,Cabinet Tamper Switch,3-TAMP5,1
Edwards,Hardware,"Cabinet with Red door and Black wallbox, Supports up to one 3-CHAS7",+,1
Edwards,Hardware,"Cable, 4-CPU or 4-ANNCPU Without LCD to Inner Door, Edwards",+,1
Edwards,Hardware,Cartridge for P/N 30730 Filter,30072,1
Edwards,Hardware,Cast Box for Surface Mounting,P-027193,1
Edwards,Hardware,"Catch plate extension assembly, 1.5""",1500-1,1
Edwards,Hardware,"Catch plate extension assembly, 2.5""",1500-2,1
Edwards,Hardware,"Catch plate extension assembly, 5.25 to 7.5""",1500-7,1
Edwards,Hardware,"Catch plate extension assembly, 7.5 to 12""",1500-12,1
Edwards,Hardware,Ceiling / Wall Mounting Module,116EX-C,1
Edwards,Hardware,Chassis Ass'y for 7 LRMs,3-CHAS7,1
Edwards,Hardware,Chassis Ass'y for REMIC & 4 LRMs,3-CHASS4,1
Edwards,Hardware,Chinese Template,4X-LKC,1
Edwards,Hardware,Color Graphics Software /w Common Controls,FW-CGSUL,1
Edwards,Hardware,Color Graphics Software /wo Common Controls,FW-CGS,1
Edwards,Hardware,Common Switch & LED Control Module / Graphic,RSA4-COM/D,1
Edwards,Hardware,Communication to DACRs (Requires FW V1.5 or later),FW-DARCOM,1
Edwards,Hardware,"Computer, Rack Mount, uses 4 EIA Spaces",FW-RACKPCUL5,1
Edwards,Hardware,Conduit Insert,STI-3004,1
Edwards,Hardware,Controller Backbox,3000-209,1
Edwards,Hardware,Custom recorded message PROM,ANSDMRCUSTOM,1
Edwards,Hardware,Custom work - Contact Edwards Customer Services,MN-HSCUST1,1
Edwards,Hardware,DC Powered Amplifier ECC,MN-HSDCECC2K,1
Edwards,Hardware,"DISPLAY,Mic/FT LCD MOD w/ Chassis Back Mounting Plate",n,1
Edwards,Hardware,"DISPLAY,Mic/FT LCD MODULE w/ 4-MPLT Mounting Plate",n,1
Edwards,Hardware,Detector (Smoke) Guard,SIGA-DG,1
Edwards,Hardware,Detector (Smoke) Guard Surface Mount Adapter,SIGA-DGSB,1
Edwards,Hardware,Detector Base with Resistor,CSBU-3,1
Edwards,Hardware,Detector Wire Guard,1206B,1
Edwards,Hardware,Detector picker/sensitivity tester,C-PST,1
Edwards,Hardware,"Display Filler Module, covers LRMs w/o a Display/Control Module",4X-DR,1
Edwards,Hardware,Door Assembly for 3-CAB14,3-CAB14D,1
Edwards,Hardware,Door Assembly for 3-CAB14,4-CAB24D,1
Edwards,Hardware,"Door Assembly for 3-CAB14, EN-54",3-CAB14D-E,1
Edwards,Hardware,"Door Assembly for 3-CAB14, EN-54",3-CAB24D-E,1
Edwards,Hardware,Door Assembly for 3-CAB21,3-CAB21D,1
Edwards,Hardware,Door Assembly for 3-CAB21,4-CAB24DL,1
Edwards,Hardware,"Door Assembly for 3-CAB21, EN-54",3-CAB21D-E,1
Edwards,Hardware,"Door Assembly for 3-CAB21, EN-54",3-CAB24DL-E,1
Edwards,Hardware,"Door Assembly for 3-CAB5B, Bronze",4-CAB8D,1
Edwards,Hardware,"Door Assembly for 3-CAB5B, Red",4-CAB8DR,1
Edwards,Hardware,Door Assembly for 3-CAB7,3-CAB7D,1
Edwards,Hardware,Door Assembly for 3-CAB7,4-CAB16D,1
Edwards,Hardware,"Door Assembly for 3-CAB7, EN-54 Compliance",3-CAB7D-E,1
Edwards,Hardware,"Door Assembly for 3-CAB7, EN-54 Compliance",4-CAB16D-E,1
Edwards,Hardware,"Door, Keyed, grey",3-RLCM/D,1
Edwards,Hardware,Double action cover for MPSR1-D45WX-GE,MPSR-LP,1
Edwards,Hardware,Download/Upload Prog. Cable for Bar Code Scanner Port,PROGCABLE-1,1
Edwards,Hardware,"Drawings, Programming, Software Installation",FW Labor Hours,1
Edwards,Hardware,Drill Confirmation LED,EVDLED,1
Edwards,Hardware,Drill Switch,EVDRILL,1
Edwards,Hardware,Driver Mounting Extrusion,PDX,1
Edwards,Hardware,Duct Detector Mounting Plate,SIGA-DMP,1
Edwards,Hardware,Duct Smoke Detector Housing,6260A-CU,1
Edwards,Hardware,Duplex ST to ST barrel connector,MN-FNSST2STCON1,1
Edwards,Hardware,EASE modeling exterior direct energy only (no 3D buildings) overlaid on Google earth map or on provided PDF/CAD site topology drawing. Modeling based on 125-2Khz band and provide medium resolution graphics with 3dB steps in propagation or up to (4) acoustic device/array locations onto chloropleth map. Scale limit of this service is in 2 million square feet increments.,MN-HSEMDNB,1
Edwards,Hardware,EASE modeling exterior direct/reflected energy.  Over 12 3D buildings overlaid on Google earth map or provided PDF/CAD site topology drawing. Modeling based on 125-2Khz band and provide medium resolution graphics with 3dB steps in propagation for system required acoustic device/array locations onto chloropleth map. Contact Edwards Customer Service for quote.,MN-HSEMDQ,1
Edwards,Hardware,EASE modeling exterior direct/reflected energy.  Up to (12) 3D buildings overlaid on Google earth map or provided PDF/CAD site topology drawing. Modeling based on 125-2Khz band and provide medium resolution graphics with 3dB steps in propagation for up to (6) acoustic device/array locations onto chloropleth map. Scale limit of this offer is for 4 million square feet venue.,MN-HSEMD12,1
Edwards,Hardware,EASE modeling interior direct/reflected energy.  Over 24 interior 3D substructures overlaid on provided PDF/CAD plan view drawing. Modeling based on 125-2Khz band and provide medium resolution graphics with 3db steps in propagation for up to system required acoustic device/array locations onto chloropleth map. Contact Edwards customer service for quote.,MN-HSEMNQ,1
Edwards,Hardware,"EASE modeling interior direct/reflected energy.  Up to (12) interior 3D substructures overlaid on provided PDF/CAD plan view drawing. Modeling based on 125-2Khz band and provide medium resolution graphics with 3dB steps in propagation for up to (10) acoustic device/array locations onto chloropleth map. Scale limit of this offer is for 250,000 square foot venue.",MN-HSEMN12,1
Edwards,Hardware,"EASE modeling interior direct/reflected energy.  Up to (24) interior 3D substructures overlaid on provided PDF/CAD plan view drawing. Modeling based on 125-2Khz band and provide medium resolution graphics with 3dB steps in propagation for up to (16) acoustic device/array locations onto chloropleth map. Scale limit of this offer is for 500,000 square foot venue.",MN-HSEMN24,1
Edwards,Hardware,"ECC Battery Extension enclosure (without batteries).  Includes tamper switch, battery shelf and cabling.  Can be mounted to the side or below the ECC primary battery enclosure.",MN-HSBX1,1
Edwards,Hardware,"ECC Cabinet heater system kit (120 VAC).  Provides terminals for battery heater blanket kits.  One used for MN-HS16, MN-HSMP650 or MN-HS32 Series.  Two used for MN-HS64 Series.",MN-HSECCH1,1
Edwards,Hardware,ECC Door replacement pin and E-clip kit (8 pins and 8 clips),MN-HSECCDPK1,1
Edwards,Hardware,"ECC Housekeeping Pedestal Mount Kit (4"").  Used when wall-mounting MN-HS16, MN-HSMP650 or MN-HS32 Series ECC.  2 required if wall-mounting MN-HS64 Series ECCs.",MN-HSECCPED1,1
Edwards,Hardware,ECC Replacement AC Circuit breaker - 20 Amp,MN-HSECCACB20,1
Edwards,Hardware,ECC Replacement AC Circuit breaker - 30 Amp,MN-HSECCACB30,1
Edwards,Hardware,ECC Replacement inverter display module,MN-HSECCDM1,1
Edwards,Hardware,ECC Replacement lower door.  One used for MN-HS16 & MN-HS32 Series.  Two used for MN-HS64 Series.,MN-HSECCLD,1
Edwards,Hardware,ECC Replacement pre-amp audio isolation transformer module,MN-HSPAXFM1,1
Edwards,Hardware,ECC Replacement upper door.  One used for MN-HS16 & MN-HS32 Series.  Two used for MN-HS64 Series.,MN-HSECCUD,1
Edwards,Hardware,ECC Top-mount ventilation fan system with side louvers.  115 VAC.  Changes ECC rating to NEMA 3R,MN-HSECCFAN1,1
Edwards,Hardware,ECC pole-mount installation kit.  For use with MN-HS16 & MN-HS32 Series only.,MN-HSECCPM1,1
Edwards,Hardware,ECC replacement 120 VAC power amplifier and mated compression/limiter mounted in mini-rack for ECC for MN-HS16 or MN-HSMP650 Series,MN-HSAMPCL16,1
Edwards,Hardware,ECC replacement 120 VAC power amplifier and mated compression/limiter mounted in mini-rack for ECC for MN-HS32 Series (1 used) or MN-HS64 Series (2 used),MN-HSAMPCL32,1
Edwards,Hardware,ECC replacement DC Circuit breaker with mounting hardware,MN-HSECCDCB1,1
Edwards,Hardware,EMERGENCY - Ceiling Orientation,LKC-7,1
Edwards,Hardware,EMERGENCY - Wall Orientation,LKW-7,1
Edwards,Hardware,EMI Filter/Ferrite Cable Clamp (CPU to PS cable),2250005,1
Edwards,Hardware,EMI Filter/Ferrite Cable Clamp (CPU to SL cable),2250004,1
Edwards,Hardware,EN-54 English Template,3-LKE,1
Edwards,Hardware,EST3 cabinet mounting bracket for 1 MN-FNS8C18F or 2 MN-FNS(4)(8),MN-BRKT8C18F,1
Edwards,Hardware,EST3X Electronics Chassis,3-SFS1,1
Edwards,Hardware,Emitter (loudspeaker) pole-mount kit.  Bolts to steel or wooden pole.  Additional support and guy wires may be necessary.,MN-HSLPMK1,1
Edwards,Hardware,Emitter (loudspeaker) tripod mounting system.  10' tripod with 14' mast.  Additional support and guy wires may be necessary.  ECC cannot be mounted to this unit.,MN-HSTPMS1,1
Edwards,Hardware,Emitter head (loudspeaker) wall-mount bracket & installation kit,MN-HSWB1,1
Edwards,Hardware,Enable Key Switch,EVKE,1
Edwards,Hardware,"End-of-line Sampling Point Adaptor- ABS, 3/4"" to 3/8” quick connect",CM10922,1
Edwards,Hardware,Euro English Template,4X-LKE,1
Edwards,Hardware,"Explosion proof outlet body,  1/2"" threaded hubs",JALX11,1
Edwards,Hardware,Extended Half Footprint Plate for 3 Double or 6 Single Modules,SIGA-MP2L,1
Edwards,Hardware,Extended cable for 3-LCDXL1 mtg in 3-ANNs,3-LCDXL1KBL,1
Edwards,Hardware,"FACP, 1-2 Loop, 500pt max, 4 Cl B NACs, gray, 120v, w/ 8RY LED, FCdn",VS2-G-F,1
Edwards,Hardware,FIRE - Ceiling Orientation,LKC-1,1
Edwards,Hardware,FIRE - Wall Orientation,LKW-1,1
Edwards,Hardware,"FIRE - Wall Orientation, RED",LKW-1R,1
Edwards,Hardware,FIRE RATED INITIATION DEVICE CABLE,990,1
Edwards,Hardware,FIRE RATED NOTIFICATION DEVICE CABLE,994,1
Edwards,Hardware,FUEGO - Ceiling Orientation,LKC-9,1
Edwards,Hardware,FUEGO - Wall Orientation,LKW-9,1
Edwards,Hardware,Factory Configured FireWorks Computer Hardware,FWFC,1
Edwards,Hardware,Fiber Mounting Bracket for CAB5,3-MPFIB,1
Edwards,Hardware,"Field replaceable lens kit, amber",G1LK-A,1
Edwards,Hardware,"Field replaceable lens kit, blue",G1LK-B,1
Edwards,Hardware,"Field replaceable lens kit, green",G1LK-G,1
Edwards,Hardware,"Field replaceable lens kit, red",G1LK-R,1
Edwards,Hardware,Filler Plate for Inner Door to Cover Chassis Space,3-XFP,1
Edwards,Hardware,Filler Plate for LRM door,3-FP,1
Edwards,Hardware,Fire & Access Software CD-ROM and Software USB Key,SoftKeyUSB,1
Edwards,Hardware,Fire Phone Handset Assembly - Black,6702-0210,1
Edwards,Hardware,Fire Phone Handset Assembly - Red,6702-0211,1
Edwards,Hardware,"Fire Phone Wallbox, Red",6702-10,1
Edwards,Hardware,Fire Software CD-ROM and Software USB Key,FireKeyUSB,1
Edwards,Hardware,FireWorks FW-UL6W or FW-UL6S computer cable cover kit.,FW-UL6CC1,1
Edwards,Hardware,FireWorks FW-UL6W or FW-UL6S replacement watchdog card,FW-PCWD6,1
Edwards,Hardware,FireWorks FW-UL6W or FW-UL6S video card with 3 HDMI ports,FW-ULVID3,1
Edwards,Hardware,FireWorks UL6 replacement 500 GB Solid State System Drive (SSD) - blank,FW-UL6SSSD500GB,1
Edwards,Hardware,Flush Box for 3-4ANN,4ANN/B,1
Edwards,Hardware,Flush Box for 3-LCDANN,+,1
Edwards,Hardware,Flush Box for 3ANN,6ANN/B,1
Edwards,Hardware,Flush Box for 6ANN,10ANN/B,1
Edwards,Hardware,"Flush Mounting Plate for MB Series Bells, Red Finish",MBFP-2,1
Edwards,Hardware,Four Seat Web Client (Requires FW V1.5 (or later) and FW-1S),FW-4S,1
Edwards,Hardware,French Canadian Template,3-LKF,1
Edwards,Hardware,French Template,4X-LKF,1
Edwards,Hardware,"Frontplate, Flush, Red, Breakglass, Lock",6702-0020,1
Edwards,Hardware,"Frontplate, Flush, Red, Breakglass, Lock",6831-1,1
Edwards,Hardware,"Frontplate, Flush, Red, Lock",6831-2,1
Edwards,Hardware,"Frontplate, Surface, Red, Breakglass, Lock",6702-0060,1
Edwards,Hardware,"Frontplate, Surface, Red, Breakglass, Lock",6831-3,1
Edwards,Hardware,"Frontplate, Surface, Red, Lock",6831-4,1
Edwards,Hardware,"Full Cast Grid for 6"" Bell, Red",439-6GR,1
Edwards,Hardware,"Full Cast Grid for 8 &10"" Bell, Red",439-10GR,1
Edwards,Hardware,Full Footprint Mounting Plate for 4 Double or 8 Single Modules,SIGA-MP1,1
Edwards,Hardware,"G1/G4, Alert/Fire Field Installed Label Kit",ECLK1,1
Edwards,Hardware,"G4 Dual-Strobe Format Surface Box, red",G4ERB,1
Edwards,Hardware,"G4 Dual-Strobe Format Surface Box, white",G4EWB,1
Edwards,Hardware,GA Key for SIGA-270P 2 Stage Station,276-K2,1
Edwards,Hardware,Gray Flush Mount Trim Ring for 1 Option Card Space Cabinet,TRIM-1,1
Edwards,Hardware,Gray Flush Mount Trim Ring for QS-12-G-*,TRIM-12,1
Edwards,Hardware,Gray Flush Mount Trim Ring for QS-5-G-*,TRIM-5,1
Edwards,Hardware,"Grille - for (1) 10"" bell, grill horn, or chime",513-A,1
Edwards,Hardware,"Grille - for (1) 4"" bell, grill horn, or chime",511-A,1
Edwards,Hardware,"Grille - for (1) 6"" bell, grill horn, or chime",512-A,1
Edwards,Hardware,HALON - Ceiling Orientation,LKC-5,1
Edwards,Hardware,HALON - Wall Orientation,LKW-5,1
Edwards,Hardware,HPSA 2-piece steel pole,MN-GVSP1,1
Edwards,Hardware,HPSA 24v battery compliment (2 12V batteries),MN-GVBT1,1
Edwards,Hardware,HPSA 2nd year extended warranty 2400-3200 watt MN-GVM series,MN-GVM2432EXW,1
Edwards,Hardware,HPSA 2nd year extended warranty 3200 watt MN-GVD series,MN-GVD32EXW,1
Edwards,Hardware,HPSA 2nd year extended warranty 400-1600 watt MN-GVD series,MN-GVD416EXW,1
Edwards,Hardware,HPSA 2nd year extended warranty 800-1600 watt MN-GVM series,MN-GVM816EXW,1
Edwards,Hardware,HPSA Battery heating system (requires 120 VAC),MN-GVBTH1,1
Edwards,Hardware,HPSA Cabinet heating element (requires 120 VAC),MN-GVHTR1,1
Edwards,Hardware,HPSA Cabinet high/low temperature sensor,MN-GVTST1,1
Edwards,Hardware,HPSA Extra battery cabinet (w/o batteries),MN-GVBATEX,1
Edwards,Hardware,"HPSA On-site standard installation (excluding pole or electrical service installation), w/o travel",MN-GVOSS1,1
Edwards,Hardware,"HPSA On-site training, w/o travel",MN-GVST1,1
Edwards,Hardware,HPSA Pole mount kit for MN-GVD Directional HPSA,MN-GVPMD,1
Edwards,Hardware,HPSA Pole mount kit for MN-GVM Omni-directional HPSA,MN-GVPMM,1
Edwards,Hardware,HPSA Roof-mount apparatus for MN-GVD Directional HPSA,MN-GVRMAD,1
Edwards,Hardware,HPSA Roof-mount apparatus for MN-GVM Omni-directional HPSA,MN-GVRMAM,1
Edwards,Hardware,"HPSA Site verification/assessment, w/o travel",MN-GVSV1,1
Edwards,Hardware,HPSA Speaker circuit transient protector,MN-GVSPTP1,1
Edwards,Hardware,HPSA Stand-Alone Directional antenna kit,MN-GVANT2,1
Edwards,Hardware,HPSA Stand-Alone Omni-directional antenna kit,MN-GVANT1,1
Edwards,Hardware,HPSA Wall-mount bracket for MN-GVD Directional HPSA,MN-GVWBD1,1
Edwards,Hardware,HPSA Wall-mount bracket for MN-GVM Omni-directional HPSA,MN-GVWBM1,1
Edwards,Hardware,HPSA factory training,MN-GVFT1,1
Edwards,Hardware,"HPSA site commissioning - 2 days max 4 HPSA, w/o travel",MN-GVCOM1,1
Edwards,Hardware,HPSA solar charging array for 1600 - 3200 watts with power equalizer and regulator,MN-GVSOL2,1
Edwards,Hardware,HPSA solar charging array for under 1600 watt with power equalizer and regulator,MN-GVSOL1,1
Edwards,Hardware,HPSA wood pole,MN-GVWP1,1
Edwards,Hardware,HS Series DC Sensitive Supervision Relay,MN-VR241,1
Edwards,Hardware,Half Footprint Mounting Plate for 2 Double or 4 Single Modules,SIGA-MP2,1
Edwards,Hardware,Hand-held portable amplified loudspeaker system replacement/backup rechargeable battery pack (without charger),MN-HSHHPS36VB,1
Edwards,Hardware,Hand-held portable amplified loudspeaker system ruggedized transportation case.,MN-HSHHPSTC1,1
Edwards,Hardware,Hand-held portable amplified loudspeaker system tripod assembly.,MN-HSHHPSTRP1,1
Edwards,Hardware,"Hand-held portable amplified loudspeaker system.  Comes with rechargeable battery, 110 VAC charger, MP3 player, Record/Play microphone, Carrying Strap, Optimizer Software, Operations Manual.  With Mounting Bracket.",MN-HSHHPS110,1
Edwards,Hardware,"Hand-held portable amplified loudspeaker system.  Comes with rechargeable battery, 220 VAC charger, MP3 player, Record/Play microphone, Carrying Strap, Optimizer Software, Operations Manual.  With Mounting Bracket.",MN-HSHHPS220,1
Edwards,Hardware,"Heater 8 Watts, 12Vac, requires 12 Vac",STI-6580,1
Edwards,Hardware,"Heater 8 Watts, 24Vac, use 598 or 599 transformer",STI-6583,1
Edwards,Hardware,Heavy duty foldable tripod with 3ft extension and carrying bag.  Suggested use with 1600 watt HPSA or 650 watt MPSA demonstration kits.  Not to be used with 3200 watt or 6400 watt systems.,MN-HSTEP1,1
Edwards,Hardware,"High Power 1600 Watt Omni-directional loudspeaker demonstration kit.  Comes with HS Series 1600 Watt Omni-directional loudspeaker, Amplifier, MP3 player, Speaker cable, Line-in cable, and Transit case. This product is to be used for demonstration purposes only and is not available for resale. Order tripod and accessories separately.",MN-HS16DFDEMO1,1
Edwards,Hardware,"Horizonal Flush Trim for1 CBA48 or CBA72 wallbox, 30""W",CBA-FHT1,1
Edwards,Hardware,Horizonal Semi-Flush trim for 1 CBA48 OR 1 CBA72 - Gray,CBA-HT1-G,1
Edwards,Hardware,IP Monitoring for 1000 connections iO Series Panels,FW-IPMON1000,1
Edwards,Hardware,"In-graphic 2-pos Rotary Switch, ON wired, 1 point",EVSC3R-21,1
Edwards,Hardware,"In-graphic 2-pos Rotary Switch, ON-OFF wired, 2 points",EVSC3R-22,1
Edwards,Hardware,"In-graphic 2-pos Toggle Switch, ON wired, 1 point",EVSC3-21,1
Edwards,Hardware,"In-graphic 2-pos Toggle Switch, ON-OFF wired, 2 points",EVSC3-22,1
Edwards,Hardware,"In-graphic 3-pos Rotary Switch, ON-AUTO-OFF wired, 3 points",EVSC3R-33,1
Edwards,Hardware,"In-graphic 3-pos Rotary Switch, ON-OFF wired, 2 points",EVSC3R-32,1
Edwards,Hardware,"In-graphic 3-pos Toggle Switch, ON-AUTO-OFF wired, 3 points",EVSC3-33,1
Edwards,Hardware,"In-graphic 3-pos Toggle Switch, ON-OFF wired, 2 points",EVSC3-32,1
Edwards,Hardware,"In-graphic 4-pos Rotary Switch, ALL wired, 4 points",EVSC3R-44,1
Edwards,Hardware,In-graphic LED - Blue for FSCS series graphics,EVZSBLED,1
Edwards,Hardware,"In-graphic LED - Red, Yellow, or Green for EV graphics",EVZSLED,1
Edwards,Hardware,In-graphic LED - White for FSCS series graphics,EVZSWLED,1
Edwards,Hardware,"In-line Sampling Point Adaptor - ABS, 3/4"" to 3/8” quick connect",CM10923,1
Edwards,Hardware,"Industrial Grade Workstation, /w RAID HD, UL Listed",FWUL5RAIDW7,1
Edwards,Hardware,"Industrial Grade Workstation, UL Listed",FWUL5W7,1
Edwards,Hardware,Interference Suppression Ferrite Rings (Pack of 5),30711,1
Edwards,Hardware,Isolator Detector Base,SIGA-IB,1
Edwards,Hardware,"Isolator Detector Base for 4"" square box",SIGA-IB4,1
Edwards,Hardware,"Isolator Detector Base, European",SIGI-IBS,1
Edwards,Hardware,Key & Tag Assembly,P-024953,1
Edwards,Hardware,"Key locked annunciator cover, 1 unit",RA-ENC1,1
Edwards,Hardware,"Key locked annunciator cover, 2 unit",RA-ENC2,1
Edwards,Hardware,"Key locked annunciator cover, 3 unit",RA-ENC3,1
Edwards,Hardware,"Keyboard, Rack Mount, uses 2 EIA Spaces",FW-RACKKB,1
Edwards,Hardware,Keypad Display Fire Only Configuration Software,KPDISP-CF,1
Edwards,Hardware,"Lamp Test Power Supply (obsolete, uses power source)",EVLTPS,1
Edwards,Hardware,Lamp test Push Button,EVLT,1
Edwards,Hardware,License set - Non-Redundant service server . (15 Clients) Auto Added,FW-NS15FP,1
Edwards,Hardware,License set - Non-Redundant service server . (5 Clients) Auto Added,FW-NSZ5FP,1
Edwards,Hardware,License set - Redundant service server . (15 Clients) Auto Added,FW-RS15FP,1
Edwards,Hardware,License set - Redundant service server . (25 Clients) Auto Added,FW-RS25FP,1
Edwards,Hardware,License set - Redundant service server . (5 Clients) Auto Added,FW-RSZ5FP,1
Edwards,Hardware,License set - Redundant service server . (50 Clients) Auto Added,FW-RS50FP,1
Edwards,Hardware,"Lobby Enclosure, 31 1/2"", for 3 RSAN-6 Racks",CB31,1
Edwards,Hardware,MN-FNS4 Series switch holder bracket.  Used with MN-BRKT Series.,MN-FNS4HDK1,1
Edwards,Hardware,MN-FNS8 Series switch holder bracket.  Used with MN-BRKT Series.,MN-FNS8HDK1,1
Edwards,Hardware,MN-FNS8C18F Series mounting hardware kit.,MN-FNSRMK1,1
Edwards,Hardware,MN-FNS8C18FL2 to full Layer 3 Upgrade kit,MN-FNS8C18F2UK3,1
Edwards,Hardware,Manual Breakglass Station & Box - No Glass,271-KR1/SR/GS,1
Edwards,Hardware,"Medium Power 200 Watt Indoor/Outdoor directional (60x30 degree) loudspeaker demonstration kit.  Comes with HS Series 200 Watt Directional (60x30 degree) loudspeaker, Amplifier, MP3 player, Speaker cable, Line-in cable, and Transit case. This product is to be used for demonstration purposes only and is not available for resale.",MN-HSMP200DEMO1,1
